K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
3	0.161111	MX	GeneticAlgorithm	Lung_Cancer	[0, 0, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 2, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.22200
3	0.122222	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 2, 0, 0, 2, 1, 2, 2, 1, 1, 0, 2, 1, 2, 0, 2]	BCO TurnsMaxNotImproved(10)	   2.42100
3	0.145370	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 2, 1, 2, 2, 1, 2, 2, 1, 0, 0, 2, 1, 2, 1, 0, 2, 1, 2, 2, 0, 2, 0, 1, 2, 2, 1, 0, 2, 2]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   1.20900
3	0.150794	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 2, 1, 2, 0, 0, 0, 1, 0, 2, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.02300
3	0.191209	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.75700
3	0.145503	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 1, 0, 1, 1, 2, 2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 2, 2, 2, 1, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.61800
4	0.152597	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 0, 1, 0, 2, 1, 2, 0, 3, 0, 2, 3, 0, 0, 3, 2, 2, 2, 2, 3, 1, 1, 2, 1, 3, 2, 1, 3, 3, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.07600
4	0.125000	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 1, 0, 3, 2, 1, 3, 1, 2, 3, 2, 0, 0, 1, 1, 2, 2, 2, 3, 0, 3, 3, 0, 0, 3, 0, 3, 1, 1, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.27200
4	0.125000	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 2, 2, 1, 3, 0, 2, 1, 0, 3, 3, 3, 2, 0, 1, 2, 1, 3, 0, 1, 3, 2, 0, 0, 3, 0, 1, 2, 3, 1]	BCO TurnsMaxNotImproved(10)	   2.40900
4	0.125000	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 0, 2, 2, 1, 0, 2, 1, 3, 1, 3, 1, 3, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 3, 0, 1, 2, 2, 3, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   1.32400
4	0.133333	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 2, 0, 3, 2, 0, 3, 3, 3, 1, 1, 3]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.29000
4	0.125000	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 0, 3, 1, 0, 2, 2, 3, 0, 3, 3, 1, 3, 2, 3, 2, 3, 1, 3, 1, 1, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.30600
4	0.183578	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 1, 2, 0, 1, 0, 0, 3, 2, 0, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 1, 3, 2, 0, 0, 0, 0, 1, 2, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.70100
5	0.174848	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 2, 3, 2, 0, 1, 4, 4, 0, 3, 0, 3, 0, 0, 0, 1, 0, 4, 0, 3, 0, 2, 2, 4, 1, 1, 1, 0, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.11900
5	0.157143	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 2, 1, 3, 2, 4, 4, 3, 3, 0, 3, 3, 4, 2, 2, 4, 2, 0, 2, 0, 1, 1, 1, 4, 4, 1, 0, 2, 3, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.27100
5	0.157143	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 0, 3, 4, 1, 4, 2, 1, 0, 4, 2, 4, 3, 2, 2, 3, 3, 3, 0, 4, 1, 2, 4, 1, 3, 1, 0, 0]	BCO TurnsMaxNotImproved(10)	   2.77800
5	0.163333	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 1, 1, 0, 0, 4, 4, 1, 2, 2, 2, 1, 1, 1, 0, 3, 0, 4, 0, 3, 3, 0, 4, 3, 3, 1, 2, 4]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.88000
5	0.157143	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 0, 0, 3, 2, 0, 1, 2, 0, 2, 3, 4, 1, 4, 2, 1, 0, 3, 4, 1, 3, 0, 4, 3, 4, 4, 2, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.36400
5	0.162222	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 2, 0, 2, 2, 3, 3, 4, 4, 1, 4, 3, 3, 2, 3, 3, 3, 0, 0, 3, 3, 0, 4, 1, 1, 1, 4, 4]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.80400
5	0.157143	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 0, 1, 3, 1, 2, 4, 4, 2, 0, 4, 2, 2, 3, 3, 4, 3, 1, 4, 0, 0, 4, 1, 0, 2, 3, 1, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.48100
6	0.188889	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 1, 2, 3, 2, 2, 1, 4, 4, 3, 0, 5, 3, 4, 4, 4, 1, 2, 0, 0, 5, 5, 5, 3, 3, 4, 0, 2, 5, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.19400
6	0.193254	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 1, 3, 4, 2, 5, 0, 4, 2, 5, 2, 5, 4, 2, 3, 5, 1, 1, 5, 0, 3, 0, 1, 2, 3, 2, 1, 0, 4, 4]	AG Crossover(0.900000) Mutation(0.100000)	   0.27500
6	0.188889	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 1, 4, 4, 1, 4, 3, 3, 5, 2, 3, 5, 0, 2, 5, 3, 1, 4, 2, 4, 0, 2, 5, 3, 5, 0, 1, 0]	BCO TurnsMaxNotImproved(10)	   2.31000
6	0.188889	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 2, 3, 1, 3, 4, 2, 5, 0, 4, 5, 4, 3, 4, 5, 3, 0, 2, 0, 3, 0, 5, 3, 1, 5, 2, 2, 4, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.96300
6	0.188889	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 1, 2, 3, 1, 3, 4, 2, 5, 4, 5, 3, 3, 4, 0, 2, 4, 3, 5, 2, 4, 0, 2, 0, 0, 3, 5, 1, 5, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.74200
6	0.188889	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 2, 1, 3, 1, 2, 1, 2, 3, 4, 5, 2, 0, 0, 0, 2, 4, 3, 5, 4, 5, 3, 4, 5, 3, 1, 3, 0, 4, 5]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.25600
6	0.201852	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 1, 2, 2, 3, 2, 1, 3, 1, 2, 0, 4, 3, 4, 0, 2, 2, 2, 2, 4, 0, 2, 5, 3, 0, 4, 5, 5, 3, 4, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.46100
7	0.221429	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 2, 5, 3, 1, 4, 5, 0, 3, 5, 4, 6, 6, 3, 6, 1, 4, 0, 6, 0, 6, 5, 5, 4, 1, 3, 2, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.17800
7	0.221429	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 2, 3, 4, 5, 1, 6, 6, 3, 5, 4, 0, 0, 3, 1, 0, 2, 5, 2, 0, 4, 6, 2, 1, 2, 5, 3, 4, 6, 3]	AG Crossover(0.900000) Mutation(0.100000)	   0.26700
7	0.221429	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 2, 1, 4, 1, 3, 4, 3, 0, 5, 5, 1, 6, 0, 4, 2, 4, 6, 0, 6, 4, 6, 0, 5, 3, 1, 2, 5, 5]	BCO TurnsMaxNotImproved(10)	   2.92400
7	0.221429	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 3, 4, 5, 5, 4, 6, 0, 6, 5, 1, 2, 1, 2, 6, 5, 0, 0, 2, 5, 6, 3, 3, 4, 2, 1, 4, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   1.24800
7	0.221429	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 0, 1, 0, 3, 4, 5, 3, 6, 4, 3, 5, 6, 6, 1, 2, 0, 4, 5, 2, 6, 0, 2, 3, 3, 5, 6, 4]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.22400
7	0.234694	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 4, 1, 4, 5, 6, 2, 6, 0, 3, 3, 4, 3, 2, 6, 5, 0, 5, 0, 2, 5, 6]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.29300
7	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
8	0.262500	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 3, 4, 5, 6, 0, 7, 4, 7, 7, 6, 2, 7, 3, 1, 4, 6, 2, 7, 5, 5, 6, 2, 3, 5, 0, 2, 5]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.10800
8	0.258333	MX	GeneticAlgorithm	Lung_Cancer	[0, 0, 1, 2, 3, 4, 4, 5, 1, 5, 0, 1, 3, 4, 0, 6, 2, 5, 7, 6, 7, 4, 6, 1, 2, 4, 5, 2, 6, 5, 7, 3]	AG Crossover(0.900000) Mutation(0.100000)	   0.22500
8	0.250000	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 2, 3, 0, 4, 3, 5, 0, 6, 2, 3, 1, 4, 2, 0, 7, 7, 5, 6, 5, 4, 1, 7, 6, 5, 7, 4, 6, 3]	BCO TurnsMaxNotImproved(10)	   2.43400
8	0.250000	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 0, 0, 4, 5, 5, 1, 2, 6, 5, 6, 7, 4, 2, 4, 6, 4, 7, 2, 1, 6, 0, 7, 1, 5, 7, 3, 3]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   1.14000
8	0.250000	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 5, 6, 4, 3, 5, 2, 6, 7, 4, 2, 1, 5, 7, 0, 2, 3, 6, 4, 1, 6, 1, 7, 0, 5, 0, 3, 7]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.05200
8	0.250000	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 1, 1, 0, 3, 4, 5, 3, 0, 2, 4, 4, 2, 6, 4, 7, 7, 3, 7, 0, 6, 5, 2, 7, 5, 3, 6, 6, 5]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.17600
8	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
9	0.303704	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 4, 2, 1, 2, 0, 3, 5, 6, 6, 6, 7, 2, 2, 8, 5, 5, 6, 5, 8, 5, 7, 4, 1, 8, 7, 0, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.09000
9	0.287037	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 3, 5, 1, 6, 7, 0, 5, 4, 5, 4, 3, 1, 6, 2, 0, 7, 8, 8, 2, 8, 8, 6, 7, 0, 2, 5, 3]	AG Crossover(0.900000) Mutation(0.100000)	   0.24000
9	0.287037	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 4, 5, 0, 5, 2, 6, 7, 7, 6, 8, 3, 8, 6, 2, 4, 6, 4, 1, 5, 8, 8, 1, 3, 3, 2, 7, 5]	BCO TurnsMaxNotImproved(10)	   1.94100
9	Infinity	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00400
9	0.287037	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 3, 4, 1, 4, 5, 6, 1, 5, 7, 6, 2, 6, 0, 8, 2, 5, 3, 7, 2, 0, 7, 8, 4, 8, 5, 7]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.07800
9	0.287037	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 2, 3, 2, 4, 5, 3, 6, 7, 0, 4, 4, 5, 6, 5, 8, 7, 4, 6, 7, 3, 8, 3, 1, 0, 0, 2, 8, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.00900
9	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
10	0.325000	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 4, 0, 1, 5, 1, 6, 7, 5, 8, 3, 2, 9, 4, 9, 8, 7, 8, 3, 2, 5, 6, 6, 3, 7, 9, 5, 8]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.11900
10	0.316667	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 2, 3, 4, 4, 5, 0, 3, 6, 6, 5, 3, 4, 0, 2, 7, 7, 8, 9, 6, 9, 9, 8, 0, 1, 5, 1, 7, 8, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.21100
10	0.316667	MX	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 3, 4, 5, 6, 3, 4, 5, 7, 1, 7, 8, 8, 2, 4, 0, 9, 9, 5, 6, 7, 1, 2, 3, 3, 9, 8, 4, 6]	BCO TurnsMaxNotImproved(10)	   2.45800
10	0.316667	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 4, 4, 5, 6, 1, 7, 5, 6, 7, 7, 6, 2, 0, 0, 3, 3, 8, 5, 9, 8, 4, 0, 9, 2, 9, 4, 8]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.98400
10	0.316667	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 3, 2, 2, 4, 5, 6, 5, 0, 6, 3, 7, 1, 0, 8, 4, 8, 7, 9, 9, 4, 8, 5, 4, 7, 1, 6, 9]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.00000
10	0.316667	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 1, 3, 4, 3, 5, 0, 5, 6, 5, 3, 3, 0, 4, 6, 7, 2, 8, 4, 8, 8, 4, 6, 9, 7, 9, 7, 2, 9]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.00500
10	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
2	0.948708	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.06700
2	0.586031	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.03500
2	0.500612	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]	BCO TurnsMaxNotImproved(10)	   0.53300
2	0.171507	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.17300
2	0.167525	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17500
2	0.278172	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.16400
