K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
10	Infinity	CorrectRand	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
2	33.205128	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.09500
2	11.317204	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.05200
2	11.317204	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(10)	   0.47200
2	11.317204	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.21000
2	11.317204	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.16300
2	12.266129	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.27500
2	11.317204	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.12300
3	32.438126	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 2, 0, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.07100
3	16.636872	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.07800
3	13.804301	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(10)	   0.53700
3	11.862551	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.41600
3	12.545299	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.21300
3	13.768234	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.24300
3	11.862551	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.10900
4	36.218520	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 2, 2, 2, 2, 0, 2, 2, 1, 0, 0, 2, 1, 2, 1, 3, 2, 0, 3, 1, 0, 1, 2, 3, 0, 1, 1, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.06300
4	20.577573	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.10500
4	12.747259	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0]	BCO TurnsMaxNotImproved(10)	   0.76700
4	15.813295	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.33300
4	11.761322	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 3, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.51200
4	16.435268	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.50400
4	11.981560	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.16500
5	29.847540	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 3, 4, 1, 2, 1, 2, 3, 3, 4, 3, 3, 3, 4, 1, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.05900
5	20.523501	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 1, 1, 2, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.05100
5	12.067069	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 4, 0, 0, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(10)	   1.36500
5	14.368811	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 4, 3, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.32500
5	14.880963	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 4, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.60400
5	14.409633	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 4, 1, 4, 1, 1, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.46200
5	11.254436	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 4, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.14900
6	28.973946	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 3, 2, 3, 0, 2, 4, 1, 2, 3, 2, 4, 4, 1, 4, 5, 5, 3, 3, 4, 2, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.10400
6	14.632354	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.13400
6	10.357229	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 4, 5, 0, 0]	BCO TurnsMaxNotImproved(10)	   1.92600
6	13.645847	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 4, 0, 0, 5, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.43700
6	12.722629	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 4, 0, 5, 0, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.35100
6	15.467779	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 5, 1, 1, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.66500
6	10.357229	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 4, 5, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.16700
7	26.954651	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 3, 4, 5, 3, 2, 2, 1, 4, 0, 4, 3, 4, 4, 6, 5, 6, 4, 2, 2, 2, 5, 2, 2, 0, 5, 2, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.10000
7	15.543045	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5, 0, 4, 4, 6, 0, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.15500
7	12.744186	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 4, 5, 0, 1, 3, 0, 5, 6, 0, 0]	BCO TurnsMaxNotImproved(10)	   2.06100
7	15.803019	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 3, 4, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.55300
7	14.933661	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 5, 6, 2, 4, 4, 1, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.71900
7	12.981689	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 5, 5, 5, 5, 6, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.75600
7	Infinity	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
8	23.227983	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 1, 4, 0, 5, 0, 6, 5, 5, 3, 2, 3, 2, 5, 3, 1, 2, 3, 6, 6, 6, 7, 3, 7, 0, 6, 3, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.14500
8	15.112786	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 4, 3, 5, 0, 6, 7, 0, 3, 0, 2, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.13600
8	15.400721	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 4, 0, 0, 0, 5, 5, 1, 6, 3, 3, 5, 7, 0, 0]	BCO TurnsMaxNotImproved(10)	   1.86400
8	12.996289	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 5, 6, 7, 4, 4, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.61500
8	19.470450	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 4, 4, 1, 1, 5, 2, 1, 6, 1, 7, 2, 5, 5, 5, 5, 5, 1, 5, 5, 5, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.77500
8	13.864032	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 5, 0, 6, 0, 7, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.51700
8	Infinity	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
9	24.485430	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 2, 2, 5, 5, 4, 6, 0, 1, 0, 6, 6, 6, 4, 2, 1, 2, 2, 7, 7, 4, 4, 7, 7, 8, 0, 5, 5]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.09800
9	16.187793	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 1, 1, 2, 3, 4, 3, 1, 1, 5, 6, 0, 1, 7, 0, 1, 1, 1, 2, 1, 1, 4, 7, 4, 5, 2, 8, 7, 3, 2, 5, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.19600
9	16.862205	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 0, 0, 1, 2, 2, 2, 3, 0, 2, 0, 0, 4, 0, 0, 0, 0, 5, 6, 3, 0, 0, 0, 0, 7, 4, 8, 0, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(10)	   1.74300
9	13.981285	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 6, 7, 0, 0, 8, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.99000
9	13.869572	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 4, 0, 5, 6, 1, 1, 7, 1, 8]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.02000
9	13.049665	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 0, 2, 0, 0, 0, 0, 3, 4, 4, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 4, 4, 6, 7, 0, 0, 8, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   1.02500
9	12.344838	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 2, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 1, 2, 0, 5, 0, 0, 6, 7, 0, 0, 8, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.17100
10	21.627261	DaviesBouldin	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 1, 1, 2, 3, 4, 4, 0, 0, 5, 0, 4, 6, 6, 5, 4, 1, 4, 1, 4, 7, 8, 3, 9, 9, 0, 2, 1, 3, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.18000
10	17.984680	DaviesBouldin	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 3, 4, 5, 1, 2, 4, 2, 3, 5, 3, 3, 1, 0, 5, 3, 3, 4, 6, 4, 5, 7, 3, 8, 0, 9, 4, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.25500
10	14.313943	DaviesBouldin	BeeColonyOptimization	Lung_Cancer	[0, 1, 0, 1, 0, 2, 2, 0, 3, 1, 1, 1, 1, 0, 1, 0, 2, 3, 1, 0, 2, 4, 5, 6, 0, 7, 3, 8, 0, 9, 1, 0]	BCO TurnsMaxNotImproved(10)	   2.36900
10	Infinity	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 5]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00400
10	13.527773	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 5, 1, 1, 1, 6, 7, 1, 8, 4, 6, 9, 6, 1, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.87600
10	Infinity	DaviesBouldin	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00400
10	Infinity	DaviesBouldin	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00100
2	0.146825	MX	AntColonyOptimization	Lung_Cancer	[0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.16800
2	0.171429	MX	GeneticAlgorithm	Lung_Cancer	[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.21300
2	0.119048	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]	BCO TurnsMaxNotImproved(10)	   1.84800
2	0.151429	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.81700
2	0.171429	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.66800
2	0.151429	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.76700
2	0.171429	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.44000
3	0.158689	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 0, 2, 1, 1, 0, 0, 2, 2, 0, 0, 1, 0, 2, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 2, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.17500
