K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
5	0.206512	MX	CoralReefOptimization	Hepatitis	[0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 2]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   5.49100
5	0.132332	MX	CoralReefOptimization	Hepatitis	[0, 1, 0, 0, 2, 1, 2, 0, 2, 1, 3, 0, 0, 4, 2, 2, 1, 2, 0, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 0, 2, 2, 3, 2, 2, 0, 3, 2, 1, 0, 0, 3, 3, 0, 0, 1, 4, 4, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 4, 3, 2, 2, 4, 2, 4, 2, 3, 3, 2, 0, 1, 3, 4, 1, 2, 2, 4, 2, 1, 2, 3, 2, 0, 3, 0, 3, 0, 0, 3, 0, 2, 4, 3, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 1, 3, 3, 4, 3, 1, 1, 2, 4, 4, 4, 4, 0, 0, 0, 0, 0, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   8.67200
5	0.141145	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 4, 1, 0, 4, 3, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 3, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 4, 0, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	 107.82900
6	0.117538	MX	AntColonyOptimization	Hepatitis	[0, 0, 1, 2, 2, 0, 3, 3, 4, 2, 2, 3, 0, 0, 3, 5, 3, 5, 5, 3, 2, 2, 1, 2, 4, 1, 2, 3, 5, 3, 0, 3, 3, 0, 5, 3, 4, 5, 2, 0, 4, 3, 3, 0, 4, 1, 2, 4, 4, 2, 4, 4, 0, 2, 3, 0, 1, 4, 2, 2, 5, 5, 5, 1, 2, 5, 0, 5, 3, 5, 3, 0, 1, 4, 4, 2, 0, 1, 3, 3, 4, 0, 0, 5, 1, 5, 4, 2, 0, 2, 5, 3, 1, 1, 4, 3, 2, 2, 0, 4, 2, 3, 2, 3, 5, 4, 1, 0, 1, 2, 0, 2, 5, 5, 5, 3, 5, 2, 5, 1, 0, 5, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 2, 3, 5, 5, 3, 4, 3, 4, 3, 4, 2, 3, 1, 1, 4, 1, 0, 3, 3, 4, 5, 2, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   5.01500
6	0.062994	MX	GeneticAlgorithm	Hepatitis	[0, 1, 2, 3, 4, 1, 1, 5, 4, 1, 1, 0, 1, 1, 4, 3, 0, 4, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 0, 4, 4, 5, 2, 4, 4, 4, 2, 5, 4, 0, 4, 5, 4, 4, 2, 4, 4, 5, 1, 5, 2, 0, 5, 3, 4, 4, 5, 1, 0, 4, 5, 3, 4, 1, 0, 2, 5, 4, 3, 1, 4, 1, 1, 4, 1, 2, 3, 4, 0, 4, 5, 1, 2, 0, 1, 2, 0, 3, 1, 0, 4, 1, 1, 4, 3, 2, 0, 4, 2, 5, 3, 4, 4, 5, 4, 1, 3, 0, 2, 2, 3, 0, 5, 5, 2, 3, 5, 2, 4, 2, 4, 0, 4, 1, 4, 5, 3, 1, 5, 3, 1, 2, 2, 1, 2, 5, 5, 5, 4, 5, 3, 1, 1, 5, 4, 5, 4, 3, 2, 1, 1, 5, 3, 0, 4]	AG Crossover(0.900000) Mutation(0.100000)	  19.85900
6	0.081202	MX	BeeColonyOptimization	Hepatitis	[0, 0, 1, 2, 0, 0, 1, 0, 3, 4, 0, 0, 2, 0, 0, 5, 3, 2, 2, 1, 0, 3, 0, 3, 0, 3, 0, 1, 3, 0, 4, 0, 2, 0, 4, 5, 1, 0, 0, 3, 0, 4, 4, 4, 0, 1, 3, 0, 2, 5, 5, 1, 1, 0, 0, 4, 0, 1, 5, 4, 1, 0, 0, 3, 1, 2, 5, 1, 0, 2, 0, 4, 2, 4, 0, 2, 2, 4, 4, 5, 0, 3, 2, 2, 5, 5, 0, 1, 4, 0, 3, 2, 3, 0, 2, 1, 1, 0, 1, 4, 5, 4, 0, 2, 0, 1, 2, 3, 3, 5, 2, 3, 3, 5, 0, 4, 0, 1, 3, 3, 1, 3, 3, 4, 3, 1, 0, 0, 5, 4, 4, 5, 2, 0, 1, 2, 0, 2, 2, 5, 3, 4, 0, 3, 0, 4, 4, 5, 0, 1, 4, 1, 5, 2, 0]	BCO TurnsMaxNotImproved(5)	 381.78300
6	0.254650	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 4, 1, 4, 1, 1, 0, 1, 1, 5, 1, 1, 0, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   2.89100
6	0.178571	MX	CoralReefOptimization	Hepatitis	[0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 3, 4, 0, 4, 0, 0, 3, 0, 0, 0, 4, 0, 5, 0, 1, 0, 0, 1, 2, 1, 0, 2, 2, 2, 5, 0, 0, 0, 0, 2, 0, 4, 2, 0, 3, 0, 5, 3, 0, 0, 4, 5, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 5, 4, 0, 2, 4, 0, 0, 0, 0, 4, 5, 3, 5, 0, 0, 2, 0, 0, 0, 0, 3, 0, 4, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 5, 5, 5, 3, 5, 0, 1, 5, 5, 5, 5, 5, 4, 5, 2, 0, 3, 3, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 1, 3, 2, 5, 4, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   9.15200
6	0.163763	MX	CoralReefOptimization	Hepatitis	[0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 4, 5, 3, 5, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 3, 1, 3, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   5.10900
6	0.150223	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 0, 4, 1, 0, 2, 3, 0, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 4, 0, 3, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 1, 0, 0, 0, 0, 0, 4, 2, 2, 0, 1, 0, 0, 4, 0, 0, 5, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 2, 3, 0, 5, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	 127.58000
6	0.122817	MX	AntColonyOptimization	Hepatitis	[0, 1, 2, 0, 0, 3, 4, 1, 0, 3, 0, 5, 4, 2, 0, 5, 3, 1, 4, 1, 1, 3, 5, 5, 0, 0, 2, 0, 0, 1, 1, 1, 2, 1, 4, 1, 1, 1, 5, 5, 5, 5, 1, 1, 4, 3, 4, 0, 0, 5, 4, 2, 5, 0, 2, 3, 2, 1, 2, 4, 1, 3, 3, 0, 4, 5, 3, 0, 5, 1, 2, 0, 2, 3, 0, 0, 4, 2, 2, 3, 4, 4, 5, 0, 5, 5, 3, 2, 5, 5, 5, 1, 3, 3, 3, 3, 5, 5, 5, 1, 2, 1, 3, 1, 4, 1, 0, 1, 3, 5, 4, 3, 0, 2, 5, 3, 1, 1, 1, 4, 2, 5, 3, 2, 1, 4, 3, 1, 4, 3, 0, 0, 0, 3, 0, 3, 3, 5, 0, 3, 3, 1, 4, 4, 1, 2, 0, 5, 0, 5, 4, 5, 4, 2, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   8.43800
6	0.106250	MX	GeneticAlgorithm	Hepatitis	[0, 1, 0, 2, 0, 3, 2, 1, 3, 2, 4, 5, 1, 5, 2, 5, 4, 3, 5, 5, 0, 5, 1, 4, 1, 3, 0, 1, 4, 0, 0, 0, 3, 4, 0, 0, 5, 2, 2, 0, 0, 0, 0, 3, 2, 2, 0, 0, 1, 0, 0, 2, 3, 4, 3, 2, 3, 5, 0, 0, 5, 2, 2, 0, 0, 0, 4, 0, 3, 5, 0, 0, 1, 2, 0, 0, 5, 0, 0, 5, 5, 0, 5, 2, 2, 1, 0, 3, 2, 3, 0, 1, 1, 5, 2, 1, 0, 1, 0, 5, 4, 1, 4, 2, 0, 0, 1, 4, 2, 2, 4, 0, 5, 2, 3, 1, 2, 4, 1, 4, 4, 3, 4, 3, 4, 4, 0, 3, 1, 2, 1, 4, 2, 4, 1, 1, 5, 1, 3, 2, 3, 3, 3, 5, 0, 2, 2, 2, 0, 3, 2, 0, 3, 0, 1]	AG Crossover(0.900000) Mutation(0.100000)	  10.98500
6	0.104087	MX	BeeColonyOptimization	Hepatitis	[0, 0, 1, 0, 1, 2, 3, 2, 4, 4, 1, 0, 3, 1, 2, 1, 3, 1, 4, 3, 5, 4, 4, 0, 5, 5, 2, 4, 2, 0, 4, 5, 5, 4, 2, 0, 2, 3, 0, 2, 4, 3, 3, 0, 3, 2, 2, 4, 2, 1, 5, 0, 2, 1, 4, 5, 2, 1, 2, 3, 1, 1, 5, 4, 4, 1, 4, 0, 4, 0, 3, 3, 0, 3, 0, 1, 1, 2, 4, 3, 2, 1, 2, 3, 5, 1, 3, 4, 2, 0, 5, 0, 4, 1, 4, 1, 1, 0, 0, 0, 1, 5, 5, 2, 2, 3, 0, 2, 5, 2, 0, 3, 1, 3, 3, 1, 3, 0, 1, 1, 2, 2, 3, 4, 0, 3, 4, 5, 0, 3, 4, 1, 2, 4, 2, 4, 0, 2, 3, 3, 1, 1, 5, 1, 4, 2, 1, 1, 1, 4, 0, 1, 2, 2, 3]	BCO TurnsMaxNotImproved(5)	 356.30500
6	0.226763	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 2, 1, 1, 1, 1, 3, 4, 1, 1, 1, 5, 2, 3, 1, 1, 1, 1, 3, 1, 5, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 5, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   2.92200
6	0.216940	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 3, 1, 1, 1, 2, 1, 1, 0, 4, 5, 4, 1, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 1, 1, 1, 1, 1, 0, 0, 1, 4, 4, 2, 1, 1, 1, 1, 4, 5, 1, 5, 1, 5, 0, 0, 1, 1, 1, 3, 1, 1, 1, 4, 4, 1, 3, 1, 1, 1, 1, 5, 4, 1, 1, 3, 5, 1, 1, 1, 4, 5, 1, 1, 5, 1, 4, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 0, 1, 3, 3, 5, 1, 1, 1, 2, 1, 5, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 3, 1, 2, 4, 2, 2, 3, 1, 1, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   4.25000
6	0.159976	MX	CoralReefOptimization	Hepatitis	[0, 1, 2, 1, 0, 0, 1, 3, 4, 1, 0, 1, 1, 1, 2, 3, 1, 5, 1, 5, 1, 1, 1, 4, 3, 1, 1, 1, 3, 3, 4, 5, 2, 1, 1, 3, 1, 2, 2, 1, 1, 2, 5, 2, 1, 3, 0, 0, 2, 0, 0, 0, 1, 2, 1, 0, 3, 0, 2, 0, 5, 0, 0, 4, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 4, 0, 1, 3, 0, 0, 0, 0, 5, 0, 0, 3, 0, 3, 2, 4, 0, 2, 5, 0, 0, 2, 5, 0, 3, 0, 0, 0, 4, 3, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 5, 5, 4, 5, 3, 0, 5, 1, 5, 2, 4, 3, 0, 0, 0, 1, 4, 0, 0, 0, 1, 3, 4, 1, 0, 4, 4, 1, 1, 1, 2, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   6.53200
6	0.182808	MX	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 3, 5, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	  99.26400
7	0.113872	MX	AntColonyOptimization	Hepatitis	[0, 1, 0, 2, 1, 0, 0, 0, 3, 0, 4, 5, 3, 5, 1, 1, 0, 2, 6, 1, 2, 2, 6, 6, 3, 5, 5, 2, 4, 4, 5, 3, 0, 1, 3, 6, 6, 4, 2, 1, 5, 6, 5, 0, 2, 6, 5, 6, 3, 5, 5, 4, 5, 0, 3, 5, 3, 2, 5, 2, 0, 5, 3, 6, 1, 5, 1, 5, 1, 2, 5, 4, 3, 3, 0, 3, 0, 1, 0, 5, 0, 2, 6, 5, 5, 2, 5, 4, 3, 3, 6, 5, 2, 2, 0, 1, 2, 2, 1, 1, 1, 0, 3, 0, 0, 6, 1, 0, 2, 4, 1, 2, 3, 6, 3, 2, 5, 2, 5, 2, 1, 0, 6, 5, 6, 5, 0, 2, 1, 1, 6, 3, 1, 0, 1, 3, 3, 5, 1, 6, 5, 2, 0, 4, 6, 3, 3, 6, 4, 5, 5, 3, 2, 6, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   6.81300
7	0.113671	MX	GeneticAlgorithm	Hepatitis	[0, 0, 0, 1, 1, 0, 2, 3, 3, 3, 3, 3, 3, 4, 3, 0, 3, 3, 3, 4, 1, 1, 0, 2, 4, 3, 5, 5, 0, 0, 3, 0, 3, 3, 2, 4, 3, 3, 0, 5, 5, 6, 5, 5, 0, 2, 3, 2, 2, 4, 5, 5, 2, 2, 3, 6, 6, 3, 4, 0, 5, 4, 4, 5, 5, 5, 2, 2, 5, 6, 4, 2, 2, 6, 4, 2, 1, 6, 5, 1, 1, 5, 2, 0, 1, 0, 1, 4, 2, 0, 0, 1, 0, 0, 1, 2, 0, 5, 6, 1, 4, 2, 3, 6, 0, 6, 6, 4, 3, 3, 2, 1, 6, 5, 2, 3, 0, 3, 6, 3, 6, 0, 6, 2, 4, 2, 6, 2, 3, 0, 5, 2, 5, 1, 1, 0, 5, 5, 6, 1, 1, 4, 5, 1, 1, 4, 3, 6, 2, 5, 3, 0, 3, 6, 5]	AG Crossover(0.900000) Mutation(0.100000)	  20.32800
7	0.076570	MX	BeeColonyOptimization	Hepatitis	[0, 1, 2, 3, 2, 1, 2, 4, 5, 5, 4, 0, 6, 0, 3, 3, 6, 3, 5, 2, 0, 1, 1, 3, 4, 3, 2, 5, 5, 0, 6, 2, 4, 3, 6, 5, 2, 1, 0, 6, 0, 5, 4, 0, 1, 4, 1, 0, 0, 4, 0, 1, 4, 3, 4, 3, 6, 3, 1, 6, 5, 1, 6, 3, 6, 4, 5, 4, 0, 2, 3, 3, 4, 3, 6, 2, 6, 0, 0, 4, 1, 5, 3, 1, 2, 2, 0, 2, 3, 5, 5, 5, 2, 0, 2, 4, 3, 0, 3, 3, 4, 2, 3, 5, 0, 1, 0, 2, 4, 2, 5, 5, 5, 6, 5, 1, 2, 5, 1, 4, 4, 2, 2, 0, 4, 5, 2, 1, 2, 3, 3, 4, 2, 6, 3, 0, 1, 4, 5, 5, 5, 1, 3, 6, 1, 0, 6, 1, 2, 1, 3, 5, 3, 0, 0]	BCO TurnsMaxNotImproved(5)	 533.68400
7	0.138489	MX	CoralReefOptimization	Hepatitis	[0, 0, 1, 0, 1, 2, 3, 0, 4, 0, 0, 5, 0, 0, 0, 3, 3, 1, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 6, 4, 6, 0, 5, 3, 0, 5, 0, 2, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 6, 0, 5, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 3, 0, 0, 5, 0, 2, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 2, 0, 4, 0, 0, 0, 0, 5, 5, 1, 4, 5, 5, 0, 1, 0, 3, 2, 1, 0, 2, 1, 0, 4, 5, 6, 1, 0, 0, 5, 0, 3, 6, 3, 4, 6, 5, 6, 3, 0, 6, 3, 0, 3, 2, 0, 1, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   5.04700
7	0.167648	MX	CoralReefOptimization	Hepatitis	[0, 1, 2, 3, 1, 1, 3, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 0, 1, 3, 1, 1, 1, 0, 1, 1, 1, 0, 3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 5, 3, 1, 1, 1, 2, 1, 1, 4, 1, 1, 0, 1, 0, 4, 1, 1, 1, 4, 1, 1, 4, 1, 1, 1, 0, 2, 1, 6, 1, 3, 1, 6, 1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 6, 3, 0, 2, 5, 0, 0, 0, 6, 0, 5, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 6, 1, 1, 5, 1, 1, 4, 1, 1, 1, 3, 1, 0, 1, 1, 1, 1, 1, 3, 3, 2, 6, 5, 6, 1, 6, 3, 3, 5, 5, 4, 3, 3, 1, 4, 6, 4, 3]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   7.85900
7	0.192572	MX	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 5, 0, 2, 0, 3, 0, 0, 0, 6, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 4, 5, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 4, 0, 3, 3, 0, 4, 0, 0, 5, 5, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 4, 0, 6, 5, 0, 0, 2, 0, 0, 0, 2, 1, 3, 0, 0, 4, 0, 0, 3, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   6.50000
7	0.169550	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 2, 3, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 4, 2, 2, 3, 2, 1, 2, 5, 5, 2, 2, 1, 2, 2, 5, 2, 2, 1, 2, 0, 4, 3, 2, 6, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 0, 2, 2, 2, 2, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 4, 2, 1, 2, 2, 3, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 2, 6, 2, 2, 2, 1, 2, 5, 2, 2, 2, 0, 2, 5, 2, 2, 4, 2, 2, 3, 3, 6, 3, 5, 2, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	 121.06200
7	0.116750	MX	AntColonyOptimization	Hepatitis	[0, 0, 1, 2, 3, 4, 4, 1, 4, 2, 4, 1, 1, 1, 1, 2, 0, 1, 3, 5, 6, 2, 1, 4, 0, 2, 0, 4, 2, 5, 1, 4, 2, 0, 0, 2, 5, 5, 2, 2, 2, 3, 5, 6, 5, 5, 1, 4, 2, 3, 2, 2, 5, 4, 2, 2, 3, 4, 3, 5, 6, 1, 1, 0, 0, 6, 1, 6, 2, 0, 6, 5, 3, 3, 6, 1, 6, 2, 3, 4, 5, 5, 6, 0, 1, 5, 3, 5, 6, 2, 6, 4, 4, 4, 6, 5, 2, 0, 0, 3, 4, 6, 2, 0, 6, 5, 1, 3, 3, 4, 0, 3, 6, 5, 3, 6, 3, 4, 3, 4, 2, 6, 1, 2, 3, 2, 0, 2, 6, 4, 4, 1, 2, 3, 0, 1, 6, 1, 4, 6, 3, 5, 4, 1, 6, 2, 6, 4, 4, 3, 4, 2, 6, 0, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   4.42200
