K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
3	0.106838	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 1, 2, 0, 0, 2, 2, 2, 0, 1, 0, 1, 2, 0, 0, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 2, 1, 0, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   8.46900
4	0.126984	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 0, 0, 0, 3, 2, 0, 3, 1, 3, 0, 2, 3, 1, 2, 3, 0, 3, 2, 0, 1, 2, 3, 3, 1, 1, 0, 2, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.50000
4	0.125000	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 1, 0, 3, 3, 0, 2, 2, 3, 0, 3, 0, 2, 1, 0, 1, 1, 2, 1, 2, 3, 3, 1, 2, 0, 2, 3, 0, 1, 3]	AG Crossover(0.900000) Mutation(0.100000)	   1.67200
4	0.125000	MX	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 3, 1, 3, 2, 1, 1, 3, 0, 2, 2, 0, 2, 2, 3, 3, 3, 0, 2, 1, 1, 0, 0, 3, 2, 0, 1, 3, 1]	BCO TurnsMaxNotImproved(5)	  23.89700
4	0.131358	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 0, 2, 1, 0, 1, 1, 0, 2, 1, 2, 0, 1, 3, 3, 2, 3, 1, 1, 1, 3, 0, 1, 2, 0, 1, 3, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.52100
4	0.149621	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 2, 0, 3, 1, 0, 2, 2, 1, 2, 2, 2, 3, 2, 0, 2, 0, 0, 0, 3, 3, 2, 1, 3, 0, 0, 2, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.75000
4	0.159722	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 1, 2, 3, 3, 1, 2, 3, 3, 3, 1, 3, 2, 3, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.64100
4	0.125000	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 3, 2, 2, 0, 0, 1, 3, 2, 1, 1, 2, 2, 0, 3, 0, 3, 3, 2, 1, 0, 1, 0, 3, 1, 0, 3, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   6.87600
4	0.126984	MX	AntColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 1, 0, 0, 1, 3, 2, 1, 2, 1, 3, 1, 0, 2, 1, 2, 0, 3, 3, 3, 1, 0, 0, 3, 2, 1, 2, 0, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.51600
4	0.125000	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 1, 0, 1, 1, 1, 2, 1, 3, 0, 3, 3, 2, 2, 3, 0, 1, 2, 0, 3, 2, 2, 0, 3, 3, 1, 3, 0, 2, 2]	AG Crossover(0.900000) Mutation(0.100000)	   1.15600
4	0.125000	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 2, 3, 2, 1, 1, 3, 0, 0, 3, 3, 2, 0, 0, 1, 2, 0, 1, 2, 2, 3, 1, 1, 2, 1, 0, 3, 3]	BCO TurnsMaxNotImproved(5)	  25.75100
4	0.166239	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 2, 0, 1, 3, 0, 1, 3, 0, 2, 2, 0, 0, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.25000
4	0.125992	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 2, 0, 2, 2, 3, 1, 3, 2, 3, 1, 3, 2, 0, 1, 1, 2, 2, 3, 0, 3, 3, 3, 1, 1, 0, 0, 2, 0, 2]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.32800
4	0.133333	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 3, 2, 0, 1, 3, 2, 0, 2, 0, 0, 1, 1, 3, 3, 0, 2, 1, 0, 3, 0, 0, 3, 0, 3, 1, 3, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.82800
4	0.125000	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 2, 1, 3, 0, 2, 2, 0, 2, 0, 3, 1, 1, 0, 2, 1, 3, 0, 3, 3, 0, 2, 1, 2, 3, 3, 1, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   7.40700
5	0.157143	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 1, 0, 0, 2, 3, 3, 0, 1, 2, 1, 4, 0, 0, 4, 1, 3, 1, 2, 3, 4, 4, 2, 0, 4, 4, 3, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   1.03100
5	0.157143	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 1, 0, 2, 0, 2, 0, 3, 2, 0, 4, 3, 4, 4, 4, 3, 4, 4, 2, 1, 1, 2, 2, 3, 3, 3, 4, 3, 1, 1]	AG Crossover(0.900000) Mutation(0.100000)	   1.31200
5	0.157143	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 1, 3, 2, 0, 0, 4, 3, 4, 2, 2, 1, 4, 4, 0, 2, 3, 1, 0, 2, 3, 4, 0, 3, 4, 3, 2, 1, 1]	BCO TurnsMaxNotImproved(5)	  23.45300
5	0.166667	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 0, 3, 4, 4, 1, 1, 1, 0, 1, 1, 2, 2, 2, 4, 1, 1, 1, 0, 3, 3, 3, 1, 3, 0, 3, 4, 0, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.60900
5	0.157143	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 3, 1, 2, 0, 2, 1, 1, 1, 2, 1, 4, 2, 4, 3, 0, 4, 3, 2, 3, 0, 4, 4, 3, 0, 4, 0, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.46900
5	0.168571	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 1, 0, 2, 1, 4, 0, 0, 0, 2, 3, 1, 1, 0, 0, 0, 0, 4, 0, 4, 4, 3, 4, 3, 2, 2, 2, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.43800
5	0.157143	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 0, 3, 3, 3, 2, 1, 1, 0, 0, 4, 3, 3, 4, 2, 0, 4, 4, 1, 2, 1, 2, 1, 4, 4, 3, 0, 0, 2, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   5.39100
5	0.157143	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 1, 3, 3, 0, 4, 3, 3, 4, 1, 0, 3, 1, 4, 2, 4, 4, 2, 0, 2, 4, 0, 2, 4, 0, 1, 2, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.67200
5	0.157143	MX	GeneticAlgorithm	Lung_Cancer	[0, 0, 1, 1, 2, 1, 3, 3, 4, 4, 1, 4, 3, 2, 1, 3, 2, 3, 0, 0, 2, 0, 0, 1, 2, 3, 4, 4, 2, 2, 1, 4]	AG Crossover(0.900000) Mutation(0.100000)	   1.51600
5	0.157143	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 0, 2, 1, 2, 3, 3, 0, 1, 2, 0, 0, 4, 1, 4, 1, 4, 2, 2, 4, 1, 2, 2, 0, 3, 3, 3, 4, 3, 1, 4]	BCO TurnsMaxNotImproved(5)	  22.98500
5	0.180087	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 1, 2, 2, 1, 0, 3, 0, 1, 0, 0, 3, 4, 0, 3, 4, 0, 2, 0, 2, 4, 2, 2, 3, 1, 3, 3, 3, 4, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.54700
5	0.174444	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 1, 4, 0, 2, 2, 0, 0, 3, 4, 4, 1, 0, 1, 2, 4, 1, 1, 0, 1, 0, 1, 3, 3, 1, 0, 4, 2]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.35900
5	0.158333	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 2, 3, 4, 4, 4, 0, 0, 4, 0, 0, 2, 2, 2, 2, 1, 1, 0, 4, 4, 0, 3, 0, 3, 3, 1, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.40600
5	0.157143	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 2, 1, 3, 4, 3, 4, 4, 0, 1, 2, 2, 4, 4, 3, 0, 2, 3, 1, 2, 1, 0, 0, 4, 0, 3, 1, 1, 2, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   7.64000
6	0.191667	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 2, 3, 1, 4, 5, 0, 0, 1, 4, 4, 4, 3, 2, 5, 3, 0, 2, 3, 3, 5, 1, 3, 5, 2, 1, 0, 1, 5, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.87500
6	0.188889	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 2, 4, 3, 3, 5, 4, 1, 0, 2, 5, 4, 5, 0, 3, 1, 3, 1, 2, 2, 5, 0, 4, 0, 5, 3, 4, 1, 5]	AG Crossover(0.900000) Mutation(0.100000)	   1.61000
6	0.188889	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 2, 4, 3, 3, 2, 0, 4, 1, 5, 1, 5, 5, 5, 2, 3, 5, 4, 4, 1, 0, 2, 4, 0, 1, 0, 3, 4]	BCO TurnsMaxNotImproved(5)	  24.85900
6	0.197619	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 2, 3, 4, 1, 1, 1, 1, 1, 5, 3, 3, 2, 2, 3, 0, 0, 0, 4, 2, 5, 4, 2, 5, 5, 0, 1, 3, 0, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.42200
6	0.208333	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 0, 3, 3, 3, 4, 2, 2, 3, 0, 1, 3, 3, 3, 5, 1, 3, 1, 3, 4, 5, 4, 5, 0, 5, 4, 0, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.45300
6	0.197619	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 0, 1, 2, 0, 3, 3, 0, 4, 4, 3, 3, 4, 1, 0, 5, 2, 3, 3, 5, 2, 1, 4, 2, 0, 1, 5, 3, 5, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.84400
6	0.188889	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 0, 2, 1, 4, 2, 1, 4, 3, 5, 4, 2, 0, 4, 3, 5, 1, 2, 0, 3, 4, 5, 0, 5, 2, 3, 3, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   5.65600
6	0.191667	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 3, 4, 5, 0, 4, 5, 0, 0, 0, 4, 1, 1, 2, 5, 3, 4, 5, 0, 4, 1, 5, 3, 4, 2, 2, 1, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.71900
6	0.188889	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 1, 1, 2, 2, 3, 3, 0, 0, 3, 4, 1, 3, 3, 5, 2, 4, 5, 4, 0, 4, 5, 2, 4, 0, 5, 5, 2, 1, 3]	AG Crossover(0.900000) Mutation(0.100000)	   1.14000
6	0.188889	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 2, 3, 2, 4, 3, 1, 3, 4, 5, 3, 4, 5, 5, 1, 0, 2, 5, 5, 1, 0, 0, 4, 1, 4, 0, 3, 2, 2, 3]	BCO TurnsMaxNotImproved(5)	  29.55800
6	0.227778	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 3, 4, 4, 0, 2, 4, 0, 0, 4, 0, 0, 0, 5, 0, 1, 0, 0, 5, 0, 5, 2, 0, 3, 5, 2, 3, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.53100
6	0.190476	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 2, 1, 2, 3, 1, 3, 1, 4, 4, 3, 0, 5, 4, 5, 4, 5, 3, 5, 0, 0, 3, 4, 2, 3, 5, 3, 0, 2, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.46900
6	0.188889	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 1, 0, 4, 1, 5, 3, 5, 5, 3, 4, 4, 2, 0, 2, 4, 0, 2, 0, 1, 3, 4, 5, 1, 5, 4, 3, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.86000
6	0.188889	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 5, 2, 4, 1, 5, 2, 2, 3, 1, 0, 2, 0, 3, 5, 1, 5, 4, 0, 3, 3, 5, 4, 0, 1, 0, 3, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   5.79700
7	0.230952	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 2, 1, 2, 4, 2, 1, 5, 5, 3, 3, 2, 6, 3, 1, 2, 6, 0, 5, 3, 4, 0, 4, 6, 1, 4, 6, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.54600
7	0.221429	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 2, 1, 3, 1, 2, 3, 4, 4, 5, 1, 0, 2, 6, 5, 4, 6, 2, 5, 6, 5, 0, 4, 5, 3, 3, 6, 1, 0, 3]	AG Crossover(0.900000) Mutation(0.100000)	   1.18700
7	0.221429	MX	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 3, 4, 3, 0, 2, 1, 5, 4, 5, 4, 6, 0, 4, 1, 2, 6, 2, 6, 6, 3, 3, 5, 2, 6, 5, 1, 1, 0]	BCO TurnsMaxNotImproved(5)	  22.11000
7	0.241667	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 1, 0, 3, 4, 4, 0, 5, 6, 4, 2, 6, 0, 3, 3, 3, 3, 6, 1, 1, 5, 6, 1, 1, 2, 4, 1, 5, 6]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.28100
7	0.221429	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 1, 1, 2, 1, 3, 1, 4, 5, 5, 6, 2, 5, 0, 1, 4, 3, 3, 4, 6, 4, 0, 6, 4, 2, 0, 6, 2, 3, 3, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.68700
7	0.259864	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 3, 1, 3, 4, 2, 0, 5, 3, 4, 1, 1, 6, 4, 6, 0, 4, 1, 2, 3, 4, 3, 6, 6, 2, 5, 3, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.31300
7	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
7	0.221429	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 5, 3, 5, 0, 3, 5, 6, 2, 5, 6, 2, 4, 2, 3, 1, 0, 3, 6, 1, 4, 2, 4, 0, 6, 1, 5, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.73400
7	0.221429	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 0, 3, 4, 3, 4, 3, 5, 6, 2, 1, 0, 5, 2, 1, 5, 2, 1, 6, 3, 1, 6, 5, 5, 2, 3, 4, 6, 4, 0]	AG Crossover(0.900000) Mutation(0.100000)	   1.14000
7	0.221429	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 4, 0, 4, 5, 6, 1, 6, 5, 1, 3, 3, 6, 6, 5, 4, 2, 2, 1, 0, 3, 0, 4, 3, 5, 2, 0, 6]	BCO TurnsMaxNotImproved(5)	  22.51600
7	0.223810	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 4, 3, 0, 1, 3, 2, 5, 1, 6, 4, 5, 6, 2, 5, 0, 3, 2, 4, 2, 5, 5, 6, 0, 6, 4, 3, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.81200
7	0.242063	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 0, 2, 0, 0, 3, 4, 5, 4, 1, 3, 4, 5, 3, 0, 4, 2, 0, 1, 0, 0, 6, 3, 6, 5, 2, 6, 2, 5, 1, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.51500
7	0.226190	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 2, 5, 0, 0, 6, 2, 0, 6, 3, 5, 5, 2, 6, 3, 1, 5, 6, 0, 4, 4, 0, 2, 2, 1, 3, 4, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.40600
7	0.221429	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 2, 2, 3, 2, 4, 5, 2, 6, 5, 3, 5, 3, 4, 6, 4, 1, 0, 1, 4, 6, 1, 3, 0, 1, 3, 5, 5, 2, 6]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   5.18800
8	0.258333	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 1, 4, 4, 2, 5, 6, 2, 5, 7, 1, 2, 7, 5, 6, 0, 1, 5, 4, 0, 6, 3, 4, 5, 3, 0, 3, 7, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.46900
8	0.250000	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 0, 2, 3, 2, 4, 3, 3, 5, 5, 4, 6, 2, 2, 0, 7, 7, 1, 6, 6, 4, 0, 7, 5, 4, 3, 6, 1, 7, 5, 1]	AG Crossover(0.900000) Mutation(0.100000)	   1.23400
8	0.250000	MX	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 2, 2, 3, 4, 5, 6, 6, 3, 1, 2, 7, 4, 7, 3, 6, 0, 5, 3, 4, 0, 1, 1, 5, 4, 7, 7, 2, 6, 5]	BCO TurnsMaxNotImproved(5)	  25.17200
8	Infinity	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.00000
8	Infinity	MX	CoralReefOptimization	Lung_Cancer	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.00000
8	0.254167	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 4, 5, 0, 6, 0, 1, 3, 6, 1, 4, 4, 5, 7, 5, 4, 2, 6, 2, 5, 2, 0, 0, 7, 7, 3, 6, 1, 7]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.70300
8	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
8	0.254167	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 0, 2, 3, 4, 0, 1, 1, 5, 6, 4, 5, 6, 0, 3, 2, 4, 2, 6, 2, 5, 1, 6, 5, 7, 7, 4, 7, 3, 5, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.56200
8	0.254167	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 0, 5, 3, 2, 1, 3, 6, 1, 7, 4, 6, 7, 5, 0, 5, 6, 5, 7, 4, 4, 7, 4, 2, 6, 2, 3, 1]	AG Crossover(0.900000) Mutation(0.100000)	   1.09300
8	0.250000	MX	BeeColonyOptimization	Lung_Cancer	[0, 0, 1, 1, 2, 3, 4, 1, 4, 5, 5, 6, 7, 7, 3, 6, 7, 6, 2, 2, 0, 3, 1, 4, 0, 5, 7, 5, 2, 3, 6, 4]	BCO TurnsMaxNotImproved(5)	  23.32800
8	0.254167	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 1, 3, 4, 5, 6, 2, 1, 5, 0, 0, 4, 7, 4, 3, 6, 2, 0, 6, 7, 5, 3, 3, 1, 3, 2, 7, 7, 5, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.43800
8	0.254167	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 4, 3, 2, 2, 2, 1, 4, 5, 6, 6, 0, 5, 7, 7, 6, 1, 5, 3, 3, 4, 7, 0, 6, 4, 2, 7, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.54700
8	0.254167	MX	CoralReefOptimization	Lung_Cancer	[0, 1, 2, 3, 0, 4, 0, 4, 5, 4, 1, 2, 3, 2, 3, 5, 6, 7, 1, 7, 1, 6, 4, 7, 6, 4, 3, 7, 2, 6, 0, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.39100
8	Infinity	MX	ParticleSwarmOptimization	Lung_Cancer	[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.00000
9	0.290741	MX	AntColonyOptimization	Lung_Cancer	[0, 1, 2, 3, 3, 0, 4, 2, 2, 4, 5, 1, 6, 1, 5, 5, 7, 8, 4, 7, 8, 8, 5, 0, 7, 5, 6, 7, 6, 2, 3, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.62600
9	0.287037	MX	GeneticAlgorithm	Lung_Cancer	[0, 1, 2, 3, 4, 3, 5, 5, 6, 7, 2, 6, 8, 7, 4, 0, 1, 6, 6, 4, 2, 8, 8, 5, 7, 4, 1, 3, 0, 2, 1, 0]	AG Crossover(0.900000) Mutation(0.100000)	   0.92200
9	0.287037	MX	BeeColonyOptimization	Lung_Cancer	[0, 1, 1, 2, 3, 3, 0, 4, 1, 2, 5, 6, 6, 7, 2, 8, 8, 4, 7, 6, 7, 3, 3, 4, 1, 0, 0, 5, 5, 2, 4, 8]	BCO TurnsMaxNotImproved(5)	  21.43700
