K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
7	0.320333	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 3, 2, 6, 4, 3, 0, 6, 3, 6, 2, 4, 3, 0, 2, 0, 0, 0, 3, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 5, 0, 0, 1, 0, 0, 0, 4, 0, 0, 3, 0, 0, 3, 0, 2, 4, 3, 0, 4, 0, 0, 0, 5]	BCO TurnsMaxNotImproved(5)	  11.98500
7	0.559933	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 0, 0, 6, 2, 0, 1, 3, 0, 0, 6, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 3, 1, 0, 4, 0, 0, 0, 0, 0, 6, 2, 0, 1, 0, 0, 6, 0, 5, 5, 1, 3, 6, 0, 0, 5, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.06200
7	0.579822	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 1, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 6, 0, 0, 0, 2, 0, 3, 0, 0, 5, 0, 0, 0, 2, 0, 0, 2, 3, 5, 1, 0, 6, 1, 0, 6, 0, 0, 0, 0, 5]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.06300
7	0.472218	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 5, 0, 2, 0, 2, 0, 6, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 6, 0, 4, 0, 3, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 5, 1, 0, 4, 0, 0, 0, 5, 2, 0, 5, 2]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.10900
7	0.063423	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 0, 0, 1, 0, 0, 0, 2, 0, 0, 4, 0, 4, 1, 0, 1, 6, 0, 0, 1, 0, 0, 0, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   2.70300
7	0.963922	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 2, 0, 3, 0, 4, 3, 5, 5, 0, 5, 2, 2, 2, 0, 1, 5, 4, 1, 0, 2, 2, 3, 0, 2, 4, 3, 1, 2, 6, 5, 2, 2, 3, 4, 2, 1, 0, 2, 1, 4, 2, 6, 1, 1, 5, 0, 5, 6, 4, 0, 0, 3, 0, 1, 2, 4, 0, 0, 5, 0, 0, 0, 4, 5, 0, 6, 1, 1, 1, 4, 4, 5, 6, 1, 0, 3, 0, 0, 1, 2, 4, 3, 4, 5, 6, 2, 1, 1, 1, 2, 6, 5, 1, 3, 4, 6, 6, 0, 5, 2, 3, 3, 3, 5, 6, 3, 6, 1, 4, 2, 0, 0, 0, 3, 3, 1, 4, 5, 5, 0, 5, 0, 2, 0, 2, 3, 0, 6, 2, 6, 0, 1, 3, 0, 0, 5, 6, 4, 3, 3, 5, 1, 4, 0, 5, 1, 0, 3, 5, 3, 0, 0, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   1.28100
7	0.652709	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 5, 3, 6, 5, 5, 3, 1, 2, 0, 4, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 6, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0, 3, 2, 1, 0, 2, 2, 6, 0, 0, 2, 6, 2, 0, 5, 0, 3, 0, 0, 0, 6, 6, 6, 0, 0, 3, 0, 1, 0, 0, 6, 4, 0, 0, 3, 0, 5, 0, 0, 3, 0, 0, 0, 4, 0, 1, 0, 6, 0, 0, 2, 4, 0, 0, 5, 0, 0, 2, 0, 6, 1, 1, 1, 1, 0, 1, 4, 1, 1, 6, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.37500
7	0.228741	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 3, 0, 0, 5, 0, 0, 6, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 0, 2, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6, 0, 4, 0, 5, 0, 0, 6, 0, 3, 0, 1, 0, 0, 0, 5, 0, 0, 6, 0, 0, 6, 0, 1, 1, 0, 4, 6, 0, 6, 3, 0, 0, 0, 1]	BCO TurnsMaxNotImproved(5)	  22.12500
7	0.521482	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 5, 0, 0, 0, 6, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 4, 4, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 1, 6, 3, 6, 0, 5, 0, 0, 4, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.12500
7	0.502141	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 4, 3, 0, 0, 0, 2, 0, 4, 0, 0, 3, 2, 0, 4, 0, 1, 3, 5, 6, 0, 0, 0, 4, 6, 0, 6, 6, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 6, 0, 0, 2, 0, 0, 0, 5, 0, 3, 5, 0, 5, 0, 0, 5, 3, 0, 4, 2, 0, 0, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.14000
7	0.528276	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 1, 6, 0, 5, 3, 3, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 4, 0, 0, 1, 1, 2, 1, 1, 4, 1, 3, 1, 1, 5, 1, 1, 4, 4, 0, 0, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17200
7	0.063060	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 0, 0, 1, 0, 0, 4, 0, 0, 0, 1, 0, 5, 0, 0, 0, 4, 0, 1, 0, 0, 6, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 1, 0, 0, 6, 0, 0, 0, 4, 0, 0, 4, 0, 1, 4, 0, 1, 6, 0, 0, 4, 0, 0, 0, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   2.39000
8	0.974763	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 2, 3, 4, 3, 4, 5, 3, 5, 2, 3, 3, 4, 5, 6, 4, 6, 5, 2, 4, 3, 5, 3, 7, 1, 5, 6, 4, 7, 5, 4, 3, 3, 7, 7, 2, 3, 3, 5, 7, 3, 5, 7, 6, 6, 3, 4, 7, 6, 3, 1, 7, 3, 5, 6, 1, 5, 5, 5, 4, 5, 3, 6, 5, 4, 5, 0, 3, 5, 5, 5, 4, 5, 5, 3, 0, 0, 2, 1, 5, 6, 5, 3, 0, 5, 5, 3, 6, 3, 5, 4, 2, 6, 7, 4, 4, 0, 4, 5, 4, 5, 6, 4, 0, 6, 5, 6, 1, 0, 6, 0, 6, 5, 5, 0, 6, 7, 6, 6, 1, 2, 3, 6, 4, 4, 2, 4, 1, 0, 1, 4, 4, 1, 4, 5, 3, 6, 0, 6, 5, 1, 6, 2, 4, 1, 7, 6, 4, 2, 3, 3, 3, 6, 0]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   2.17200
8	0.714136	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 0, 1, 0, 0, 0, 2, 3, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 6, 5, 6, 2, 0, 0, 6, 6, 0, 0, 6, 7, 0, 0, 0, 2, 0, 0, 0, 5, 3, 3, 0, 0, 0, 0, 4, 0, 0, 5, 0, 4, 0, 7, 0, 7, 0, 0, 0, 0, 6, 0, 0, 5, 2, 0, 0, 2, 0, 0, 6, 0, 1, 1, 3, 1, 0, 6, 0, 0, 3, 0, 1, 6, 5, 3, 0, 5, 2, 0, 1, 5, 0, 4, 3, 0, 4, 7, 0, 0, 2, 2, 7, 0, 4, 1, 5, 3, 0, 0, 0, 0, 6, 0, 6, 0, 2, 0, 0, 7, 0, 7, 0, 1, 0, 4, 0, 1, 3, 3, 3, 5, 0, 0, 5, 6, 0, 4, 0, 3, 5, 0, 2, 7, 0, 0, 3, 0, 0, 0, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.46800
8	0.342313	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 2, 0, 0, 5, 0, 0, 2, 0, 0, 0, 3, 1, 2, 0, 0, 0, 3, 0, 7, 0, 0, 7, 0, 4, 0, 6, 0, 0, 0, 0, 7, 0, 6, 3, 1, 0, 0, 2, 1, 3, 0, 7, 0, 4, 0, 0, 1, 0, 0, 0, 2, 0, 0, 7, 0, 4, 6, 0, 3, 4, 0, 0, 7, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(5)	  23.86000
8	0.575308	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 1, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 3, 1, 0, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 6, 0, 0, 6, 0, 4, 7, 0, 0, 0, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 6, 6, 0, 0, 0, 6, 4, 0, 0, 7, 5, 5, 0, 0, 5, 0, 0, 0, 1, 0, 0, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.12500
8	0.629633	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 1, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 5, 3, 0, 2, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 4, 0, 0, 4, 2, 0, 7, 0, 0, 5, 5, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.11000
8	0.650386	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 7, 0, 0, 0, 3, 0, 2, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.04700
8	0.060335	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 3, 0, 0, 0, 1, 0, 5, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   2.56200
8	0.973723	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 2, 0, 0, 0, 3, 0, 4, 0, 3, 1, 0, 3, 4, 5, 1, 5, 4, 3, 1, 6, 6, 0, 5, 4, 0, 6, 6, 0, 2, 3, 3, 4, 6, 6, 4, 4, 5, 6, 0, 0, 5, 0, 3, 7, 3, 3, 3, 7, 3, 6, 4, 0, 6, 5, 5, 3, 0, 0, 6, 6, 2, 1, 5, 1, 1, 7, 3, 7, 6, 7, 5, 4, 4, 0, 7, 6, 1, 0, 6, 3, 3, 3, 2, 3, 7, 1, 7, 6, 0, 3, 3, 6, 2, 2, 4, 2, 4, 3, 4, 4, 1, 3, 3, 0, 4, 1, 3, 5, 3, 2, 0, 6, 4, 1, 2, 5, 6, 5, 7, 3, 0, 6, 0, 0, 1, 5, 3, 5, 3, 6, 4, 1, 2, 2, 6, 1, 7, 1, 6, 5, 0, 2, 3, 6, 1, 2, 2, 4, 6, 2, 5, 2, 5]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   1.26600
8	0.678797	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 4, 0, 2, 0, 2, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 4, 6, 0, 2, 0, 6, 0, 0, 0, 5, 0, 0, 3, 0, 7, 4, 0, 0, 3, 0, 4, 0, 0, 2, 0, 7, 0, 0, 1, 4, 0, 0, 0, 3, 2, 1, 0, 0, 6, 0, 6, 4, 0, 0, 0, 3, 2, 1, 5, 3, 4, 1, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 7, 7, 0, 2, 3, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 7, 0, 3, 1, 0, 0, 0, 5, 0, 0, 5, 1, 7, 4, 2, 4, 4, 0, 5, 3, 3, 4, 5, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.39100
8	0.299066	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 1, 0, 0, 7, 6, 0, 0, 1, 0, 6, 0, 0, 0, 6, 0, 7, 0, 0, 7, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 4, 5, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 7, 5, 1, 1, 0, 0, 1]	BCO TurnsMaxNotImproved(5)	   9.36500
8	0.445139	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 0, 6, 0, 0, 1, 1, 0, 0, 1, 0, 4, 5, 0, 3, 7, 0, 5, 0, 0, 0, 0, 2, 5, 5, 7, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 4, 0, 5, 7, 3, 0, 0, 6, 0, 0, 0, 4]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.18700
8	0.632653	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 6, 0, 0, 3, 7, 0, 4, 0, 0, 0, 0, 3, 2, 0, 0, 3, 0, 5, 7, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.07800
